215
t_index    tf-idf
84         0.08108174362501343
354        0.10118549536137258
476        0.036877694518930255
492        0.06270519823698811
519        0.06885127802217954
637        0.09006219495645167
675        0.06130888052547464
891        0.03957176791485335
939        0.032444510078035005
967        0.06718249994013466
980        0.04323918063005545
983        0.2099061337514749
1026       0.04139731707820544
1031       0.08648129204823565
1266       0.02667077560516729
1293       0.07382849864190903
1299       0.05616445444957493
1386       0.02288948491757198
1419       0.0770487677141813
1447       0.02785561532930479
1450       0.055216181347783014
1481       0.10316379566413439
1486       0.06781559414660983
1539       0.03347281747435164
1557       0.05794932637256319
1643       0.02045939023208126
1771       0.11143883656838695
1832       0.0770487677141813
1920       0.018121075522344682
1934       0.01652578015162056
1962       0.021210916934272125
1995       0.12130757666035559
2180       0.17943832549498517
2207       0.023385200945000434
2468       0.0946787817402374
2550       0.017718187491468442
2564       0.02462778914347987
2577       0.06345172959895731
2656       0.05759468120981649
2795       0.07382849864190903
2949       0.03432080879705145
2960       0.04829545328320426
2962       0.05827201379609286
3005       0.02240862406197077
3045       0.05525423990695557
3089       0.04771184241025067
3103       0.10660604836557042
3166       0.08648129204823565
3321       0.05086855682387876
3527       0.03383076979465168
3647       0.05827201379609286
3691       0.08108174362501343
3716       0.014057906695112895
3733       0.08108174362501343
3806       0.06316538127400437
3827       0.06199185722879967
3864       0.040458597427146276
3882       0.028974663186281596
3931       0.0757552374254318
3935       0.040277267471465046
4235       0.026731829176687455
4351       0.05393452153101084
4460       0.07114769315110925
4480       0.07893889455153075
4560       0.03575108954840079
4593       0.056692293741688916
4637       0.03347281747435164
4856       0.07682749981199802
5095       0.026198132901775705
5108       0.03495518113106762
5146       0.028797340604908246
5197       0.04367886649941854
5206       0.04985469148373334
5217       0.05480216690433946
5258       0.026048852473362423
5313       0.07846063643574781
5342       0.09743230560998346
5458       0.053111390833472896
5888       0.0791435358297067
5916       0.012017816197464073
6007       0.097333530234105
6100       0.04829545328320426
6114       0.04139731707820544
6147       0.030566684912681205
6189       0.015958305155886462
6206       0.0946787817402374
6282       0.06694563494870329
6292       0.03988669601544122
6340       0.040458597427146276
6356       0.02288948491757198
6361       0.021156053529270042
6375       0.04714871339117194
6509       0.03495518113106762
6583       0.15157030602977525
6679       0.09289620548591924
6680       0.045821715572901205
6846       0.10543027076788059
6847       0.04367886649941854
6849       0.07893889455153075
6901       0.060653788330177795
7188       0.02992548438028896
7228       0.047793438641495004
7231       0.032780010736824905
7386       0.03644589635202752
7455       0.020777173494279853
7465       0.053155049623094565
7605       0.03889598257635066
7638       0.07681437504067191
7740       0.04859541585469586
7782       0.07017024271576837
7852       0.02744517018487589
7883       0.09006219495645167
8078       0.03974525641895783
8229       0.06505782193593176
8288       0.02979779388381954
8339       0.06358769079675472
8341       0.048000994923851174
8406       0.026731829176687455
8603       0.04390331114174582
8657       0.03839825028937669
8675       0.1252052655291045
8740       0.04178873966206908
8749       0.01612051794977068
8880       0.04483386341778816
8908       0.06423469123839382
8981       0.05086855682387876
9010       0.03812574096367734
9017       0.04607848153598854
9084       0.01984717166068587
9103       0.01839539896019491
9308       0.04260144650062894
9342       0.15157030602977525
9504       0.24324523087504027
9516       0.1039016456462151
9523       0.03482628461211994
9557       0.045075184210932
9613       0.04633942273790064
9679       0.023896719320747502
9793       0.17878676330291726
9853       0.019591744858752654
9927       0.03341388713924564
9957       0.03588766509899703
10039      0.09006219495645167
10266      0.034698415167980286
10268      0.1540975354283626
10388      0.03266739602672477
10422      0.08604754860824337
10471      0.07043224466595945
10486      0.03147814609570802
10489      0.10118549536137258
10540      0.01929638320197834
10555      0.04218994881756244
10591      0.01612051794977068
10637      0.029426736188897715
10772      0.05052343534325842
10906      0.04556899333676799
10922      0.06002439274618833
10964      0.04771184241025067
11017      0.07834453931948225
11019      0.06781559414660983
11020      0.04792364190592654
11074      0.06130888052547464
11125      0.038731391078812426
11218      0.07812455943126562
11264      0.03116853783640274
11273      0.020045237431481816
11282      0.03383076979465168
11374      0.057201781940909455
11504      0.2228449226344383
11582      0.09474807191100655
11592      0.18392664157642394
11685      0.06995844322009251
11757      0.07996347459427672
11883      0.06270519823698811
11907      0.04483386341778816
11928      0.06592546730926037
11934      0.07893889455153075
11984      0.11448782405614766
12203      0.029426736188897715
12282      0.05122126399612344
12354      0.06592546730926037
12355      0.03923031821787391
12475      0.05351767912505314
12540      0.018768614161214704
12551      0.0312710783152113
12611      0.03561566654783431
12613      0.04367886649941854
12695      0.06270519823698811
12696      0.038089404258137366
12697      0.054089923309625546
12845      0.051655007436115716
12871      0.013335387802583644
12884      0.048000994923851174
12933      0.06781559414660983
12967      0.04302377430412169
13023      0.05122126399612344
13098      0.04556899333676799
13207      0.10684385103802342
13384      0.05393452153101084
13504      0.03974525641895783
13519      0.05036241420006763
13540      0.05436248103497636
13699      0.03747211544977494
13700      0.056692293741688916
13784      0.049086922693450136
13824      0.021770120912281397
13899      0.0770487677141813
13914      0.017153534128495664
13995      0.03017763482000056
14032      0.03266739602672477
14114      0.019892644868123564
14174      0.04633942273790064
14186      0.05827201379609286
14203      0.06995844322009251
14216      0.0730742292074876
