73
t_index    tf-idf
931        0.08354649078568697
969        0.0962668264558533
1004       0.1269417059590055
1083       0.10182185422459077
1592       0.13797582487106785
1934       0.039498320262930556
2088       0.12158110118302737
3290       0.15756867133496116
3446       0.03767837882166949
3716       0.03359984798148934
3802       0.0780784482536535
3849       0.10283126126530229
3857       0.10439699922709186
4006       0.1784041554340718
4303       0.15352754201294017
4511       0.04991614699584202
4600       0.1343201787318138
4756       0.04827839968560331
5013       0.07944354798722042
5316       0.05398588896658488
5709       0.06482965883371068
5916       0.01436191056256795
6007       0.07754572783121752
6189       0.019070998225731814
6711       0.2684296137805097
7270       0.09066340699026904
7364       0.22629206058470275
7408       0.06657779574115809
7467       0.06618237725103528
7569       0.044077277094584574
7616       0.0737700338511362
7682       0.061730399659700244
8106       0.06618237725103528
8262       0.08057172502051954
8749       0.07705940354312692
8955       0.17005033010654247
8980       0.17312038847683345
9009       0.08448556059128641
9400       0.4507611657479324
9524       0.03139350633812511
9753       0.1800534812303426
9927       0.053241759374202904
9930       0.06155566016005119
10136      0.06820154101158012
10355      0.15756867133496116
10356      0.13550043351083643
10540      0.04612034751976494
10755      0.06521130629930526
11017      0.015604294605668046
11114      0.06717867362546535
11351      0.11013232683962164
11738      0.0829327936319312
11865      0.11838297840717457
11948      0.11013232683962164
12211      0.12158110118302737
12425      0.11687865799867317
12492      0.13927612749091775
12657      0.10182185422459077
12759      0.021446695777996065
12769      0.12070855765844636
12800      0.07474110480286622
12845      0.061730399659700244
12902      0.04766666018165441
12906      0.09141549488764533
12941      0.062259446031284915
13748      0.09257202232051515
13767      0.12242410772919558
13784      0.007821520781385434
13802      0.1367181628935563
14114      0.047545474444716976
14224      0.10715756107445419
14258      0.08203027543094886
14259      0.16456166092500252
