132
t_index    tf-idf
870        0.13946857594847725
912        0.07266625329388043
969        0.05633785878681059
973        0.06304894850833812
983        0.16777506610225892
1114       0.1570920142703526
1299       0.026186691255061897
1364       0.02818171981458587
1431       0.06594929904054465
1435       0.09221329799383514
1444       0.09221329799383514
1468       0.06973428797423863
1593       0.03861683801814738
1643       0.05723517557768027
1941       0.08001103638979483
2016       0.14945232275190182
2131       0.11041583933621571
2180       0.05019789909948684
2186       0.039552244004890706
2410       0.10777202297188078
2577       0.0887531554730597
2607       0.08229570116620435
2975       0.03967195893062466
3103       0.08946917518018427
3235       0.09298487449525975
3345       0.04181133844016206
3428       0.023115447669916404
3446       0.022050370449727266
3511       0.07319443049501408
3621       0.050978725493082105
3774       0.082837356725076
3776       0.07215021917952841
4001       0.07815933750568584
4166       0.06271140086372468
4235       0.07478233315287917
4238       0.07066969396098197
4496       0.06518832801787552
4547       0.06714142848846977
4637       0.0468201291312207
4762       0.10482830048727211
4957       0.04077913380876497
5342       0.03407087806178427
5594       0.10746252432388817
5632       0.03037151662995898
5735       0.051590345378230554
5857       0.1570920142703526
5888       0.05535104074055892
6015       0.05394767783714783
6090       0.037718858460030424
6113       0.11474012683641538
6228       0.07929838938012446
6292       0.0278957733314751
6500       0.04403008100951705
6548       0.07603956206857759
6560       0.06556558892132001
6714       0.09485711435817008
6881       0.1570920142703526
7007       0.0939715733509899
7139       0.04766092013517122
7398       0.01746156582860824
7638       0.05372208301996153
7660       0.03664465850231746
7782       0.09815068085137375
7800       0.0591840922208851
7881       0.0379400079865064
7950       0.07485789474872274
8145       0.07215021917952841
8653       0.1570920142703526
8675       0.035026192249715885
8759       0.025601944849950185
8840       0.07485789474872274
9084       0.027761246592248982
9114       0.031593950907633415
9428       0.05817661109687717
9523       0.04871329232890288
9557       0.06304894850833812
9713       0.09099967836201063
9793       0.12503906119061642
9986       0.05394767783714783
10130      0.08984832366711144
10136      0.03991332142142769
10181      0.03674979450421503
10361      0.05372208301996153
10471      0.09851715628027893
10518      0.10744416603992306
10519      0.07373533607492279
10555      0.05901322328756635
10599      0.0496296030398299
10777      0.19901904813832416
10907      0.08984832366711144
11011      0.14153328929230696
11017      0.009132040374937115
11020      0.06703323089528251
11127      0.013766777767033554
11218      0.05463839373088855
11332      0.14722602127706064
11339      0.06797287522168169
11344      0.04600969831174605
11504      0.07792612663974283
11757      0.03728299048577616
11762      0.14153328929230696
11839      0.05440578547969162
11939      0.06714142848846977
12144      0.04698578667549495
12203      0.04116066982799581
12354      0.09221329799383514
12414      0.0526269148259098
12540      0.052505226924232866
12573      0.14153328929230696
12697      0.11348748261159992
12769      0.07064179765850843
12804      0.15852514639146534
12902      0.08368731999442529
12930      0.07373533607492279
12941      0.036435852388507974
13098      0.06373966440207883
13207      0.042699405325020263
13444      0.10777202297188078
13509      0.028617587788840135
13515      0.05694271206294286
13519      0.07044446551336693
13708      0.08483953297605279
13784      0.004577358052639995
13824      0.09135292000110126
13854      0.05958880598756268
13955      0.14153328929230696
13965      0.21081409729031414
13983      0.16605312222167676
14095      0.07373533607492279
14205      0.1570920142703526
14216      0.13628351224713708
14288      0.18442659598767028
