42
t_index    tf-idf
330        0.10592672174473218
651        0.25387312637805554
903        0.15311305160622696
1299       0.0586183975370782
1449       0.12283311988008555
1650       0.1476262193950535
2219       0.15311305160622696
2492       0.15121674950105468
2502       0.16150685816160104
2550       0.055476997053921034
2580       0.1603776861024483
2802       0.08721805716883317
2964       0.17158976635530337
3457       0.08800521752885392
3703       0.28199160476626395
3716       0.0440163785762287
4457       0.1775078977125691
4717       0.174461750418141
5313       0.12283311988008555
5338       0.07753911554649796
5881       0.16505511141024337
5916       0.0376286995553191
6189       0.04996667117023001
6665       0.09570662290742066
7846       0.15713488085832042
9010       0.039791534736814654
9783       0.4280399860840125
9946       0.1860446518522863
9969       0.10263671495461858
10096      0.174461750418141
10305      0.15121674950105468
10523      0.09888781435841203
10969      0.19647051837284563
11345      0.2456662397601711
11392      0.10707306900214025
11838      0.20370100483540388
12958      0.1426799953613375
13063      0.06118792794434275
13207      0.04779089293029807
13784      0.010246326707935334
14023      0.1094473394392779
14209      0.040711630391845756
