35
t_index    tf-idf
67         0.35501003410997717
1841       0.18453257304862475
2186       0.19043031795548906
3182       0.18161099453671037
3621       0.24544485777881078
3716       0.04733648030113307
4166       0.3019336148016419
4311       0.26580695888604683
4471       0.09608439015498421
4637       0.1127113303112832
4649       0.3068843466116147
4837       0.09550335187229579
5338       0.08338779641486267
5916       0.020233493223129104
6282       0.1127113303112832
7188       0.05038328723443122
7302       0.1616313296088086
8675       0.08431947535086402
8896       0.17493138591171564
8934       0.16898737317721604
9010       0.042792961646288714
10359      0.18605481567315799
10412      0.11514945994078046
10413      0.16898737317721604
10969      0.2112900498300478
11020      0.08068543134615778
11088      0.18453257304862475
11218      0.13153244465046957
11407      0.08024789017303521
12308      0.2136578093293245
12316      0.15429315214724018
12611      0.11992683793664514
12807      0.06784259654345398
12941      0.08771298733979394
14015      0.15096680740082094
